"MED_ID","MED_NAME","GENRE","STOCK","PRICE_PIECE"
"844","Ethambutol","Antineoplastics","12","100.11"
"846","EtheDent","Antiarrhythmics","69","81.15"
"848","Ethiodized Oil","Hormones","215","26.93"
"850","Ethionamide","Antidiarrheals","124","19.39"
"852","Ethotoin","Antianxiety Drug","54","55.44"
"854","Ethyl Chloride","Corticosteroids","228","26.33"
"858","Etonogestrel","Decongestants","183","5.6"
"862","Eulexin","Hormones","85","27.82"
"864","Evamist","Antihistamines","0","73.53"
"866","Evista","Laxatives","160","2.07"
"868","Evoxac","Tranquilizer","194","104.35"
"870","Exelderm","Antipyretics","162","33.71"
"872","Exemestane","Hormones","48","86.76"
"874","Exforge","Antipyretics","62","77.37"
"878","Extina","Antacids","197","24.34"
"880","Exubera","Decongestants","5","36.24"
"882","Fabrazyme","Decongestants","74","61.29"
"2519","Vaqta","Antihypertensives","217","43.81"
"2520","Vardenafil HCl","Antibacterials","26","49.33"
"2521","Varenicline","Antacids","104","29.67"
"2522","Varivax","Anticonvulsants","119","13.27"
"2523","Vascor","Expectorant","4","22.88"
"2524","Vaseretic","Anticonvulsants","70","71.63"
"2525","Vasocidin","Hormones","129","83.47"
"2526","Vasopressin","Antiemetics","176","122.25"
"2527","Vasotec","Antidiarrheals","198","70.28"
"2528","Vasovist","Sleeping Drugs","57","23.81"
"2529","Vectibix","Hormones","32","96.75"
"2530","Vectical","Analgesics","197","57.77"
"2531","Velcade","Beta-Blockers","101","60.35"
"2532","Velosulin","Sedatives","100","124.28"
"2533","Veltin","Antipyretics","124","24.71"
"2534","Venofer","Muscle Relaxants","152","44.7"
"2535","Ventavis","Antiemetics","208","43.16"
"2536","Ventolin HFA","Antibacterials","17","65.48"
"2537","VePesid","Antifungals","214","93"
"2538","Veramyst","Antifungals","73","12.3"
"2539","Verapamil","Antivirals","192","95.39"
"2540","Verapamil HCl","Vitamins","37","125.96"
"2541","Verdeso","Antidepressants","78","131.35"
"2542","Veregen","Sedatives","130","78.64"
"2543","Verelan PM","Antihypertensives","161","50.44"
"2544","Vermox","Bronchodilators","44","75.6"
"2545","Verteporfin","Antipsychotics","105","35.33"
"2546","Vesanoid","Anticonvulsants","19","132.52"
"2547","VESIcare","Hypoglycemics","223","68.65"
"2548","Vexol","Corticosteroids","109","123.09"
"2549","Vfend","Antibacterials","192","115.01"
"2550","Viadur","Sleeping Drugs","86","127.66"
"2551","Viagra","Hormones","95","128.54"
"2553","Vibramycin","Cold Cures","224","19.81"
"2554","Vicodin","Tranquilizer","16","8.66"
"2555","Vicodin ES","Corticosteroids","139","91.49"
"2556","Vicodin HP","Antiemetics","94","48.34"
"2557","Vicoprofen","Antibiotics","50","68.16"
"2558","Victoza","Decongestants","1","95.9"
"2559","Vidarabine","Antihypertensives","35","41.88"
"2560","Vidaza","Hormones","221","16.94"
"2561","Videx","Antibacterials","130","82.78"
"2562","Videx EC","Antacids","230","64.64"
"2563","Vigabatrin","Antidiarrheals","185","117.05"
"2564","Vigamox","Antipsychotics","125","51.22"
"2565","Vimovo","Diuretics","62","116.92"
"2566","Vimpat","Antiemetics","152","43.91"
"2567","Vincasar PFS","Antibiotics","180","34.58"
"2568","Viokase","Decongestants","12","125.39"
"2569","Vioxx","Expectorant","135","97.74"
"2570","Vira-A","Cytotoxics","142","37.52"
"2571","Viracept","Cold Cures","234","15.05"
"2572","Viramune","Analgesics","83","32.34"
"2573","Virazole","Decongestants","204","4.69"
"2574","Viread","Cold Cures","128","92.94"
"2575","Viroptic","Antiarrhythmics","70","123.61"
"2576","Visicol","Sedatives","209","63.69"
"2577","VisionBlue","Sedatives","138","10.55"
"2578","Visken","Corticosteroids","228","90.22"
"2579","Vistaril","Decongestants","179","59.48"
"2580","Vistide","Cold Cures","71","63.24"
"2581","Visudyne","Corticosteroids","12","114.66"
"2582","Vitamin A","Hormones","43","63.58"
"2583","Vitamin C","Antidiarrheals","26","126.01"
"2584","Vitamin K1","Antidiarrheals","6","115.25"
"2585","Vitrasert","Expectorant","213","65.12"
"2586","Vitravene","Antibiotics","240","16.6"
"2587","Vivactil","Antiarrhythmics","194","37.37"
"2588","Vivaglobin","Antihypertensives","174","91.55"
"2589","Vivelle-Dot","Analgesics","153","5.36"
"2590","Vivitrol","Antineoplastics","243","83.73"
"2591","Voltaren","Antifungals","239","81.11"
"2592","Voluven","Antacids","94","40.54"
"2593","Voriconazole","Antihistamines","53","75.63"
"2594","Vorinostat","Muscle Relaxants","127","77.2"
"2595","Vosol Hc","Beta-Blockers","161","41.93"
"2596","VoSpire ER","Muscle Relaxants","139","113.02"
"2597","Votrient","Antifungals","32","121.24"
"2598","Vumon","Diuretics","91","83.71"
"2599","Vusion","Analgesics","56","65.75"
"2600","Vytorin","Hormones","240","131.76"
"2601","Vyvanse","Decongestants","161","34.8"
"2603","Welchol","Analgesics","193","20.19"
"2604","Wellbutrin","Antidiarrheals","146","118.38"
"2605","Wellbutrin SR","Cytotoxics","214","85.35"
"2606","Wellbutrin XL","Antipyretics","165","116.91"
"2607","Westcort","Beta-Blockers","178","31.96"
"2608","Wigraine","Hormones","112","29.05"
"2609","Winstrol","Cytotoxics","244","97.56"
"2610","Xalatan","Antiemetics","69","15.72"
"2611","Xanax","Antineoplastics","165","110.26"
"2612","Xanax XR","Antihistamines","62","47.58"
"2613","Xeloda","Anticonvulsants","45","24.23"
"2614","Xenazine","Antianxiety Drug","62","32.65"
"2615","Xenical","Antibiotics","227","130.88"
"2616","Xeomin","Expectorant","93","12.65"
"2617","Xerese","Antipsychotics","220","79.92"
"2618","Xibrom","Antibacterials","129","19.17"
"2619","Xifaxan","Antiarrhythmics","49","7.53"
"2620","Xigris","Antiarrhythmics","215","120.96"
"2621","Xolair","Antineoplastics","145","126.33"
"2622","Xolegel","Antiarrhythmics","168","114.37"
"2623","Xopenex","Sleeping Drugs","106","30.68"
"2624","Xopenex HFA","Anticonvulsants","189","38.12"
"2625","Xylocaine","Barbiturates","18","113.4"
"2626","Xylocaine Viscous","Laxatives","146","55.67"
"2627","Xyntha","Expectorant","223","10.12"
"2628","Xyrem","Expectorant","236","124.62"
"2629","Xyzal","Antiarrhythmics","218","41.4"
"2630","Yasmin","Cold Cures","126","54.12"
"2631","Yaz","Antacids","199","60.2"
"2632","Yf-Vax","Muscle Relaxants","49","44.03"
"2633","Yohimbine","Hormones","185","37.37"
"2634","Zadaxin","Bronchodilators","122","78.35"
"2635","Zaditor","Tranquilizer","217","46.38"
"2636","Zafirlukast","Antiemetics","227","64.77"
"2637","Zagam","Cytotoxics","208","45.24"
"2638","Zalcitabine","Hypoglycemics","204","22.73"
"2639","Zaleplon","Corticosteroids","118","9.05"
"2640","Zanaflex","Antiarrhythmics","207","27.43"
"2641","Zanamivir","Laxatives","59","31.01"
"2642","Zanosar","Sleeping Drugs","109","12.38"
"2643","Zantac","Cold Cures","236","3.89"
"2644","Zarontin","Antibacterials","198","28.27"
"2645","Zavesca","Antidepressants","55","115.07"
"2646","Zebeta","Corticosteroids","216","76.74"
"2647","Zegerid","Laxatives","187","51.87"
"2648","Zelapar","Antifungals","24","20.31"
"2650","Zemaira","Antipyretics","210","95.05"
"2651","Zemplar","Diuretics","104","48.14"
"2652","Zemuron","Antineoplastics","177","98.73"
"2653","Zenapax","Expectorant","9","112.33"
"2654","Zenpep","Beta-Blockers","162","62.84"
"2656","Zestoretic","Laxatives","179","95.12"
"2657","Zestril","Antidiarrheals","103","34.64"
"2658","Zetia","Antibacterials","165","12.95"
"2659","Zevalin","Antifungals","132","2.82"
"2660","Ziac","Antidepressants","182","28.99"
"2662","Ziana","Antipyretics","127","125.44"
"2664","Zidovudine","Antiarrhythmics","179","35.78"
"2665","Zinacef","Cold Cures","190","90.85"
"2666","Zinc","Antivirals","132","71.76"
"2667","Zinecard","Antacids","38","133.61"
"2668","Zingo","Beta-Blockers","3","92.76"
"2669","Ziprasidone","Hypoglycemics","16","21.4"
"2670","Zirgan","Anticonvulsants","95","111.03"
"2671","Zithromax","Decongestants","50","68.16"
"2673","Zn-DTPA","Antiarrhythmics","238","54.07"
"2674","Zocor","Antianxiety Drug","34","4.69"
"2675","Zofran","Antivirals","162","38.77"
"2676","Zoledronic Acid","Muscle Relaxants","200","109.62"
"2677","Zolinza","Antidepressants","134","30.23"
"2678","Zolmitriptan","Sleeping Drugs","43","10.1"
"2680","Zolpidem Tartrate","Antiemetics","24","13.98"
"2681","Zolpimist","Laxatives","106","106.15"
"2682","Zometa","Antipyretics","77","55.87"
"2683","Zomig","Bronchodilators","162","81.24"
"2685","Zonegran","Vitamins","37","57.11"
"2686","Zonisamide","Tranquilizer","128","73.2"
"2687","Zortress","Beta-Blockers","228","102.5"
"2688","Zostavax","Expectorant","39","107.53"
"2689","Zosyn","Barbiturates","37","101.7"
"2690","Zovia","Expectorant","99","102.93"
"2691","Zovirax","Cytotoxics","159","13.99"
"2693","Zyclara","Muscle Relaxants","82","93.53"
"2694","Zydone","Muscle Relaxants","28","55.67"
"2695","Zyflo","Analgesics","136","38.87"
"2696","Zyflo CR","Decongestants","249","106.03"
"2698","Zyloprim","Cytotoxics","24","18.89"
"2699","Zymar","Hypoglycemics","201","54.96"
"2700","Zymaxid","Antipyretics","71","79.71"
"2701","Zyprexa","Tranquilizer","62","112.27"
"2702","Zyprexa Relprevv","Corticosteroids","237","79.5"
"2703","Zyrtec","Cytotoxics","53","25.8"
"2705","Zyvox","Cold Cures","244","122.46"
"36","Acyclovir","Antihistamines","17","32.46"
"40","Adalimumab","Antifungals","126","113.6"
"38","Adagen","Antidiarrheals","143","95.11"
"44","Adderall XR","Antibacterials","141","80.11"
"46","Adenoscan","Barbiturates","204","89.33"
"48","Adipex-P","Antidepressants","209","128.61"
"52","Adriamycin PFS","Antianxiety Drug","44","123.97"
"54","Advair HFA","Barbiturates","160","56.93"
"56","Aerospan HFA","Bronchodilators","78","111.4"
"58","Afluria","Vitamins","6","83.23"
"60","Aggrastat","Expectorant","138","117.39"
"62","Agrylin","Antiarrhythmics","218","41.11"
"64","Akineton","Cytotoxics","228","90.44"
"68","Albumin, Human","Expectorant","197","84.84"
"70","Albuterol Sulfate","Sedatives","2","104"
"72","Aldactazide","Antivirals","98","135.21"
"74","Aldara","Antianxiety Drug","124","74.21"
"76","Aldomet","Hypoglycemics","186","93.12"
"78","Aldurazyme","Barbiturates","28","48.45"
"80","Alemtuzumab","Antidiarrheals","228","49.14"
"82","Alesse","Expectorant","59","126.12"
"84","Alfentanil","Antiarrhythmics","113","37.24"
"88","Alinia","Sedatives","196","63.55"
"90","Alkeran","Hormones","30","38.97"
"92","Allegra-D","Antidepressants","15","30.74"
"94","Allernaze","Anticonvulsants","18","12.62"
"96","Allopurinol","Decongestants","100","31.1"
"99","Alomide","Antineoplastics","94","82.87"
"101","Alora","Tranquilizer","39","63.26"
"103","Alphanate","Antifungals","120","96.83"
"105","Alprostadil","Antianxiety Drug","242","61.38"
"107","Alsuma","Cytotoxics","19","122.39"
"109","Altace","Antipyretics","182","107.78"
"111","Altocor","Muscle Relaxants","248","4.8"
"113","Altretamine","Antiarrhythmics","29","134.66"
"115","Alvesco","Hormones","143","35.33"
"117","Ambien","Expectorant","69","50.48"
"119","Ambisome","Antidepressants","78","61.92"
"121","Americaine","Antihistamines","87","24.18"
"123","Amicar","Antibiotics","167","83.69"
"125","Amikacin","Tranquilizer","103","49.68"
"127","Amiloride","Antidiarrheals","227","85.07"
"129","Aminocaproic Acid","Bronchodilators","222","53.79"
"131","Aminosyn II 8.5%","Antihistamines","222","48.72"
"133","Amitriptyline","Beta-Blockers","203","5.26"
"135","Amoxapine","Corticosteroids","168","7.62"
"137","Amoxil","Vitamins","185","105.99"
"139","Amphetamine","Cold Cures","173","91.78"
"141","Ampicillin","Antifungals","81","12.83"
"143","Amrix","Antihistamines","222","126.85"
"145","Amytal Sodium","Antipyretics","53","26.17"
"147","Anadrol-50","Hormones","130","70.37"
"149","Anagrelide","Sleeping Drugs","147","61.73"
"151","Anastrozole","Antibiotics","89","50.76"
"153","Androderm","Antidepressants","234","70.12"
"155","Anectine","Vitamins","156","9.1"
"157","Angiomax","Diuretics","222","106.41"
"159","Anisindione","Sleeping Drugs","59","63.68"
"161","Antabuse","Laxatives","86","27.74"
"163","Anthralin","Antipyretics","83","17.35"
"165","Antivenin","Expectorant","30","90.2"
"167","Antizol","Antibacterials","70","50.1"
"169","Anusol Hc","Anticonvulsants","25","44.07"
"171","Apidra","Diuretics","70","83.94"
"173","Apokyn","Cold Cures","215","86.71"
"175","Apraclonidine","Expectorant","7","116.81"
"177","Apresoline","Antineoplastics","124","75.13"
"179","Apriso","Cytotoxics","16","5.67"
"181","Aptivus","Vitamins","80","11.52"
"183","Aralen","Hormones","185","126.86"
"185","Aranesp","Sedatives","40","83.66"
"189","Argatroban","Hormones","5","42.94"
"191","Arimidex","Bronchodilators","200","100.93"
"193","Aristocort","Vitamins","31","96.55"
"195","Armodafinil","Antiarrhythmics","66","130.07"
"197","Arranon","Bronchodilators","189","43.55"
"199","Arthrotec","Antiemetics","132","34.29"
"201","Asacol","Antivirals","202","129.44"
"203","Asclera","Analgesics","96","42.26"
"205","Asmanex Twisthaler","Antifungals","240","4.22"
"207","Aspirin","Antidepressants","153","55.95"
"209","Astemizole","Antihistamines","224","18"
"211","Atacand","Antidepressants","186","123.67"
"213","Atazanavir Sulfate","Antipyretics","210","12.34"
"215","Ativan","Antacids","226","130.18"
"217","Atovaquone","Antihistamines","175","130.17"
"219","Atridox","Antacids","153","78.95"
"221","Atromid-S","Diuretics","57","67.16"
"223","Atropine","Antipyretics","115","27.16"
"225","Atryn","Antineoplastics","226","51.37"
"227","Augmentin XR","Antivirals","99","5.43"
"229","Avage","Antipsychotics","148","110.71"
"231","Avandamet","Hormones","112","66.93"
"233","Avandia","Expectorant","237","32.38"
"235","Avastin","Decongestants","69","135.08"
"237","Avinza","Antihistamines","234","66.63"
"239","Avonex","Sleeping Drugs","95","127.6"
"241","Axid","Sedatives","238","53.08"
"243","Azacitidine","Antiarrhythmics","33","15.47"
"245","Azasite","Hypoglycemics","103","133.17"
"247","Azelaic Acid","Corticosteroids","226","54.41"
"249","Azilect","Sedatives","212","79.12"
"251","Azmacort","Antianxiety Drug","86","54.46"
"253","Azor","Antiemetics","172","92.53"
"255","Bacitracin","Sedatives","84","121.4"
"257","Bactrim","Antianxiety Drug","196","65.19"
"259","Balsalazide","Antacids","85","103.96"
"261","Baraclude","Hypoglycemics","221","83.74"
"263","Baycol","Antipsychotics","186","64.31"
"267","Benadryl","Tranquilizer","212","109.32"
"269","Benefix","Bronchodilators","212","118.31"
"271","Benicar HCT","Antibacterials","60","44.42"
"273","BenzaClin","Analgesics","18","5.78"
"275","Benzamycin","Bronchodilators","240","101.22"
"277","Benzonatate","Antihypertensives","46","45.04"
"279","Bepreve","Antacids","200","38.99"
"281","Beractant","Cytotoxics","223","27.64"
"283","Betagan","Antiemetics","22","18.62"
"285","Betapace","Decongestants","122","8.72"
"287","Betaseron","Antihistamines","100","125.18"
"289","Bethanechol","Analgesics","115","9.79"
"291","Betoptic S","Decongestants","228","120.91"
"293","Bexarotene","Laxatives","47","58.55"
"295","Bexxar","Antihypertensives","27","114.72"
"297","BiCNU","Corticosteroids","108","122.42"
"299","Biltricide","Beta-Blockers","238","108.26"
"301","BioThrax","Antineoplastics","45","93.29"
"303","Bivalirudin","Hormones","18","14.38"
"305","Bleph 10","Antidiarrheals","99","10.29"
"307","Boniva","Hypoglycemics","42","41.48"
"309","Boostrix","Antiarrhythmics","108","87.38"
"311","Bosentan","Antiarrhythmics","164","73.31"
"313","Botox Cosmetic","Antihistamines","181","95.4"
"315","Bretylium","Antivirals","162","95.44"
"317","Brevicon","Antibiotics","237","42.1"
"319","Brovana","Beta-Blockers","169","81.87"
"321","Bumetanide","Antibiotics","21","92.39"
"323","Buphenyl","Cytotoxics","181","94.76"
"325","Buprenorphine","Sedatives","162","59.25"
"327","Buspar","Anticonvulsants","177","44.97"
"329","Busulfan","Antibacterials","115","53.02"
"331","Butenafine","Antivirals","19","50.22"
"333","Butoconazole","Analgesics","175","70.26"
"335","Byetta","Antifungals","244","55.83"
"337","Cabergoline","Sedatives","88","105.34"
"339","Cafcit","Antihypertensives","194","20.5"
"341","Caffeine Citrate","Antivirals","62","104.61"
"345","Calcitriol","Antineoplastics","90","18.46"
"347","Calcium Gluconate","Sedatives","106","74.04"
"350","Campath","Antipyretics","195","117.54"
"352","Canasa","Antihistamines","102","61.56"
"354","Cantil","Diuretics","11","135.06"
"356","Capecitabine","Antacids","151","56.48"
"358","Capozide","Expectorant","3","33.88"
"360","Carac","Diuretics","70","66.29"
"362","Carbamazepine","Antihistamines","74","27.48"
"364","Carbidopa","Antidepressants","217","50.57"
"366","Carboplatin","Analgesics","102","134.47"
"370","Cardura","Antibiotics","128","74.16"
"372","Carisoprodol","Antiarrhythmics","78","10.19"
"375","Carteolol","Antihistamines","100","35.87"
"377","Carvedilol","Antipsychotics","183","2.38"
"379","Cataflam","Analgesics","124","10.2"
"381","Catapres-TTS","Sleeping Drugs","199","69.51"
"383","Caverject Impulse","Antacids","229","25.17"
"385","Ceclor","Decongestants","39","124.98"
"389","Cefadroxil","Antianxiety Drug","208","96.86"
"391","Cefdinir","Antineoplastics","126","60.74"
"393","Cefixime","Antiemetics","89","102.98"
"395","Cefobid","Vitamins","41","82.65"
"397","Cefotaxime","Antidiarrheals","47","79.35"
"399","Cefoxitin","Antihypertensives","94","67.53"
"401","Ceftazidime","Antivirals","203","77.67"
"403","Ceftin","Antineoplastics","172","45.76"
"407","Cefuroxime Axetil","Bronchodilators","237","113.81"
"409","Celebrex","Diuretics","198","6.17"
"411","Celestone Soluspan","Laxatives","94","27.92"
"413","CellCept","Antifungals","240","38.18"
"415","Celontin","Antacids","121","5.63"
"417","Cephalexin","Antifungals","110","47.06"
"421","Ceredase","Antacids","111","75.58"
"425","Certolizumab Pegol","Laxatives","6","10.1"
"427","Cerumenex","Corticosteroids","129","96.64"
"429","Cervidil","Vitamins","89","119.95"
"431","Cetirizine","Muscle Relaxants","214","4.35"
"435","Cetuximab","Antibiotics","9","121.56"
"437","Chantix","Anticonvulsants","12","10.76"
"439","Chibroxin","Antifungals","110","41.32"
"441","Chlor-Trimeton","Antibacterials","239","20.79"
"443","Chlorambucil","Laxatives","219","101.27"
"445","Chlordiazepoxide","Antivirals","154","129.32"
"447","Chloroprocaine","Cytotoxics","33","60.32"
"451","Chlorpromazine","Laxatives","151","53.85"
"453","Chlorthalidone","Antidepressants","188","121.22"
"455","Cholera Vaccine","Analgesics","49","74.08"
"457","Cialis","Antipyretics","132","60"
"459","Cidofovir","Antipyretics","153","17.44"
"463","Cinacalcet","Diuretics","39","30.83"
"467","Cipro","Antacids","55","122.16"
"465","Cinoxacin","Anticonvulsants","183","52.01"
"471","Ciprofloxacin Hcl","Corticosteroids","240","2.81"
"473","Cisplatin","Antacids","18","84.68"
"475","Claforan","Decongestants","168","16.46"
"477","Clarinex-D 12 Hour","Diuretics","208","28.06"
"479","Clarithromycin","Barbiturates","223","40.12"
"481","Cleocin","Sleeping Drugs","155","5.99"
"485","Climara Pro","Sedatives","189","83.08"
"487","Clindets","Decongestants","84","70.75"
"489","Clocortolone","Antidepressants","189","70.6"
"491","Clofarabine","Antibiotics","3","73.22"
"493","Clofibrate","Antibacterials","39","124.84"
"495","Clomid","Antidepressants","193","73.84"
"497","Clomipramine Hcl","Laxatives","188","82.95"
"499","Clonidine","Antipyretics","179","105.52"
"503","Clozaril","Antianxiety Drug","236","20.58"
"505","Cocaine","Antianxiety Drug","78","5.42"
"507","Codeine Phosphate","Antibacterials","10","130.45"
"509","Cogentin","Bronchodilators","201","78.96"
"511","Colazal","Antivirals","127","65.18"
"513","Colcrys","Antihypertensives","211","10.53"
"515","Colestid","Antibacterials","73","62.88"
"517","Collagenase","Antacids","47","54.82"
"521","CombiPatch","Hormones","80","28.05"
"1982","Quinidine","Antidiarrheals","247","135.18"
"1983","Quinidine Sulfate","Antihypertensives","29","65.33"
"1984","Quixin","Antibiotics","176","6.37"
"1985","Qutenza","Antianxiety Drug","43","2.42"
"1986","Qvar","Antiemetics","202","61.89"
"1987","R-Gene 10","Antacids","101","9.4"
"1988","Rabavert","Antiemetics","2","127.02"
"1989","Rabeprazole Sodium","Barbiturates","174","78.62"
"1990","Rabies Vaccine","Antifungals","87","39.68"
"1991","Radiogardase","Vitamins","62","89"
"1992","Raloxifene","Antiarrhythmics","119","62.2"
"1993","Raltegravir","Corticosteroids","219","102.32"
"1995","Ramipril","Sedatives","97","14.77"
"1996","Ranexa","Hypoglycemics","48","44.47"
"1997","Ranibizumab","Antihistamines","242","55.46"
"1998","Ranitidine Hcl","Hypoglycemics","7","73.64"
"1999","Ranolazine","Decongestants","97","59.53"
"2000","Rapaflo","Barbiturates","221","134.29"
"2001","Rapamune","Antiemetics","188","113.85"
"2002","Raplon","Beta-Blockers","121","102.43"
"2003","Raptiva","Vitamins","174","71.54"
"2004","Rasagiline","Sleeping Drugs","127","14.66"
"2005","Rasburicase","Decongestants","141","64.42"
"2006","Raxar","Antihistamines","103","49.05"
"2007","Razadyne ER","Barbiturates","166","64.94"
"2008","Rebetol","Decongestants","16","4.01"
"2009","Rebetron","Antacids","5","69.21"
"2010","Rebif","Antacids","56","79"
"2011","Reclast","Bronchodilators","26","84.33"
"2012","Recombinate","Beta-Blockers","98","14.96"
"2013","Refacto","Diuretics","165","51.95"
"2014","Refludan","Antipyretics","237","66.82"
"2015","Regadenoson","Corticosteroids","149","89.73"
"2016","Reglan","Decongestants","197","17.56"
"2017","Regranex","Hypoglycemics","23","88.63"
"2018","Relafen","Tranquilizer","40","48.2"
"2019","Relenza","Antidiarrheals","86","131.69"
"2020","Relistor","Expectorant","112","26.45"
"2021","Relpax","Expectorant","90","109.11"
"2022","Remeron","Antineoplastics","101","24.36"
"2023","Remicade","Expectorant","62","134.1"
"2024","Remifentanil","Cytotoxics","157","91.92"
"2025","Remodulin","Antidepressants","127","52.03"
"2026","Renagel","Antibacterials","66","96.41"
"2027","Renese","Antidepressants","34","14.74"
"2028","Renova","Beta-Blockers","70","74.72"
"2029","Renvela","Hypoglycemics","17","77.75"
"2030","ReoPro","Hypoglycemics","48","54.73"
"2031","Repaglinide","Antipsychotics","98","78"
"2032","Repronex","Barbiturates","149","43.78"
"2033","Requip","Antidepressants","194","111.64"
"2034","Rescriptor","Antiemetics","221","133.1"
"2035","Rescula","Antivirals","163","68.16"
"2036","Restasis","Analgesics","221","91.15"
"2037","Restoril","Antidepressants","100","48.99"
"2038","Retapamulin","Decongestants","195","128.95"
"2039","Retavase","Laxatives","192","9.06"
"2040","Reteplase","Vitamins","48","70.31"
"2041","Retin-A Micro","Antacids","9","5.65"
"2042","Retisert","Laxatives","127","92.42"
"2043","Retrovir","Decongestants","100","6.74"
"2044","Revatio","Tranquilizer","89","129.25"
"2045","Revex","Beta-Blockers","73","105.18"
"2046","Revia","Antihistamines","211","43.48"
"2047","Revlimid","Diuretics","66","78.45"
"2048","Reyataz","Antianxiety Drug","242","55.71"
"2049","Rezulin","Antibacterials","238","26.39"
"2050","Rheumatrex","Antacids","183","11.22"
"2051","Rhinocort Aqua","Cold Cures","161","69.61"
"2052","Rhogam","Laxatives","82","29.32"
"2053","Rhophylac","Antihistamines","108","96.68"
"2054","RiaSTAP","Antifungals","159","58.39"
"2056","Rifabutin","Hormones","65","30.63"
"2057","Rifadin","Antiemetics","188","63.6"
"2058","Rifamate","Decongestants","208","84.97"
"2059","Rifampin","Antineoplastics","197","88.07"
"2060","Rifapentine","Muscle Relaxants","158","6.92"
"2061","Rifater","Hypoglycemics","151","102.47"
"2062","Rifaximin","Bronchodilators","14","7.7"
"2063","Rilonacept","Corticosteroids","165","46.48"
"2064","Rilutek","Antivirals","199","45.61"
"2065","Riluzole","Antidiarrheals","27","76.86"
"2066","Rimantadine","Anticonvulsants","189","17.25"
"2067","Rimexolone","Antianxiety Drug","69","104.8"
"2068","Rimso-50","Antipsychotics","15","99.62"
"2069","Riomet","Sedatives","182","60.52"
"2070","Risedronate Sodium","Antibacterials","91","97.48"
"2071","Risperdal","Antacids","245","86.55"
"2072","Risperdal Consta","Muscle Relaxants","32","92.97"
"2073","Risperidone","Antianxiety Drug","167","5.37"
"2074","Ritalin","Muscle Relaxants","186","3.18"
"2075","Ritonavir","Laxatives","201","20.45"
"2076","Rituxan","Vitamins","163","79.04"
"2077","Rituximab","Antiemetics","62","66.52"
"2078","Robaxin","Antiemetics","128","77.31"
"2079","Robaxisal","Cold Cures","149","12.38"
"2080","Robinul","Analgesics","115","77.1"
"2081","Robitussin Ac","Antianxiety Drug","249","106.31"
"2082","Rocaltrol","Antipsychotics","195","83.04"
"2083","Rocephin","Antiarrhythmics","151","102.73"
"2084","Rocuronium Bromide","Tranquilizer","125","39.19"
"2085","Rofecoxib","Hypoglycemics","207","111.81"
"2086","Roferon-A","Decongestants","226","33.72"
"2087","Romazicon","Sleeping Drugs","213","73.1"
"2088","Romidepsin","Corticosteroids","131","39.99"
"2089","Romiplostim","Antifungals","179","82.82"
"2090","Rondec","Bronchodilators","110","20.98"
"2091","Ropinirole","Cold Cures","129","96.76"
"2092","Ropinirole Hcl","Antidepressants","2","16.21"
"2093","Ropivacaine Hcl","Sedatives","209","1.4"
"2094","Rosanil","Antiemetics","107","54.22"
"2095","Rotarix","Expectorant","247","114.6"
"2096","RotaTeq","Antacids","36","81.19"
"2097","Rotigotine","Decongestants","66","108.35"
"2098","Rowasa","Antifungals","168","110.22"
"2099","Roxanol","Antidiarrheals","104","93.62"
"2100","Roxicet","Diuretics","5","30.46"
"2101","Roxicodone","Decongestants","52","5.71"
"2102","Rozerem","Antidiarrheals","61","29.76"
"2103","Rubella Vaccine","Laxatives","24","13.43"
"2104","Rufinamide","Corticosteroids","155","30.45"
"2105","Rythmol","Decongestants","118","13.08"
"2106","Rythmol SR","Hormones","112","88.75"
"2108","Sabril","Antacids","169","27.96"
"2109","Sacrosidase","Antianxiety Drug","37","134.39"
"2110","Saizen","Antipyretics","27","102.03"
"2111","Salagen","Corticosteroids","180","106.42"
"2112","Salsalate","Cold Cures","186","34.66"
"2113","Samsca","Hypoglycemics","153","32.76"
"2115","Sanctura XR","Cold Cures","33","55.55"
"2116","Sancuso","Antidiarrheals","108","44.8"
"2117","Sandimmune","Laxatives","240","79.04"
"2118","Sandostatin","Analgesics","128","40.1"
"2119","Sandostatin LAR","Laxatives","81","118.27"
"2120","Sansert","Cold Cures","206","84.29"
"2122","Saphris","Antivirals","198","24.43"
"2123","Sarafem","Tranquilizer","17","36.91"
"2124","Sargramostim","Hormones","141","66.31"
"2125","Savella","Muscle Relaxants","198","114.52"
"2126","Saxagliptin","Antiarrhythmics","243","60.61"
"2127","Scopolamine","Bronchodilators","68","16.46"
"2129","Seasonique","Antidepressants","104","65.91"
"2130","Seconal Sodium","Antiemetics","56","38.91"
"2131","SecreFlo","Antidepressants","168","112.41"
"2132","Secretin","Analgesics","114","112.08"
"2133","Sectral","Sleeping Drugs","190","112.76"
"2134","Selegiline Hcl","Antibiotics","172","108.19"
"2136","Selsun","Beta-Blockers","20","70.92"
"2138","Semprex D","Cold Cures","117","105.75"
"2142","Septra","Antidiarrheals","146","24.5"
"2146","Sermorelin Acetate","Antibacterials","244","118.07"
"2148","Seroquel XR","Hormones","3","36.55"
"2150","Serostim LQ","Antacids","144","74.53"
"2152","Serzone","Antiarrhythmics","68","65.83"
"2154","Sevoflurane","Bronchodilators","82","110.95"
"2156","Silenor","Antianxiety Drug","208","134.43"
"2160","Simponi","Antiarrhythmics","110","44.28"
"2162","Simvastatin","Laxatives","200","73.34"
